Study,Prev Score,Sleep,Practice Tests,New Score
5,98,4,7,100
6,88,6,6,81
5,73,3,2,66
2,50,4,0,47
4,70,3,4,61
5,57,3,4,54
4,62,5,3,57
7,99,7,8,100
5,61,4,3,55
6,82,6,5,77
2,57,4,2,45
6,79,6,5,72
6,86,5,5,89
3,80,4,3,84
4,86,5,7,77
3,78,5,6,87
3,59,2,3,42
4,52,2,2,38
3,84,5,3,85
3,40,4,2,29
6,91,4,6,91
3,43,3,2,34
3,63,4,6,53
3,75,4,5,75
3,75,5,5,69
4,84,4,7,92
3,41,2,2,25
4,67,6,5,59
4,65,3,4,62
2,62,4,3,59
3,54,5,2,48
3,75,4,6,71
4,66,4,4,61
3,45,2,0,33
4,74,4,5,76
4,78,5,4,81
4,77,6,5,72
6,74,5,6,82
5,75,4,3,62
4,49,3,3,41
5,69,4,4,72
6,92,6,5,91
4,80,3,5,86
5,77,4,4,69
3,68,3,3,59
6,91,5,6,97
7,98,7,9,100
5,82,5,3,87
6,78,6,4,74
6,89,4,7,86
3,43,4,3,36
4,44,3,2,46
2,43,3,3,26
4,75,3,5,67
6,98,7,8,100
5,84,3,5,73
3,55,5,3,42
3,64,3,4,69
4,53,3,4,41
4,50,2,1,42
4,68,3,4,74
5,73,3,2,68
4,61,5,2,57
4,53,2,3,38
5,95,6,7,90
5,63,5,2,56
4,98,4,6,91
5,78,4,5,85
5,65,5,4,65
4,82,5,5,76
6,75,4,7,75
5,78,6,5,82
3,55,2,2,40
6,97,6,6,95
5,77,5,4,70
6,98,6,6,99
4,71,5,4,66
4,45,4,0,41
6,73,4,4,73
4,95,4,7,100
4,47,2,1,31
4,69,3,4,73
5,66,3,2,60
4,46,3,1,43
5,66,3,5,57
3,64,3,3,49
5,95,5,6,100
6,85,6,6,88
3,80,5,3,67
4,54,5,3,57
6,64,5,6,56
2,61,4,1,55
4,57,4,4,59
4,51,4,2,40
3,62,5,3,54
4,90,4,6,83
6,84,4,4,75
4,78,5,6,76
3,64,2,1,56
4,49,4,3,40
4,69,5,4,66
4,49,3,2,53
4,73,4,5,73
4,85,5,5,94
2,52,2,1,50
7,93,8,8,98
4,68,4,5,63
3,77,4,5,75
4,80,5,5,86
6,84,5,7,93
5,48,3,2,53
3,52,2,3,52
6,76,6,6,75
2,53,4,1,46
3,76,3,3,77
3,48,2,2,34
2,47,2,2,30
6,78,4,5,72
6,79,4,4,73
7,93,9,8,95
2,42,3,0,37
5,94,4,7,87
6,95,6,6,90
5,86,6,5,90
4,79,6,6,81
5,72,5,3,72
4,71,3,5,72
3,46,3,0,47
4,58,4,3,44
4,73,5,3,75
5,53,4,3,49
4,89,5,6,99
5,86,6,8,97
4,85,4,6,94
6,95,6,8,99
4,96,4,7,86
3,58,3,3,58
6,90,5,7,97
4,93,6,5,84
5,98,5,7,100
4,65,3,2,63
4,56,3,3,51
7,93,5,8,100
6,67,6,6,79
5,58,5,3,58
3,66,4,5,58
4,87,4,5,88
4,91,4,5,94
5,96,7,8,99
2,58,2,3,52
5,72,5,4,77
5,90,6,8,100
2,46,2,3,46
5,68,5,3,68
5,94,6,6,100
5,82,4,6,78
2,44,2,2,29
4,69,5,6,64
5,88,6,7,83
4,82,4,5,89
5,95,5,6,98
7,97,7,8,100
5,47,4,2,35
5,81,5,6,83
5,51,5,3,55
6,81,4,5,81
4,52,2,3,52
5,65,3,2,57
4,57,4,2,48
3,81,4,3,79
5,90,4,6,92
6,91,5,6,85
4,88,5,6,85
4,59,5,4,50
3,55,3,3,49
5,76,6,4,66
2,42,3,3,34
3,66,4,4,68
3,54,4,4,55
6,97,4,5,95
5,73,5,4,70
6,84,5,6,90
3,61,3,1,45
4,79,6,7,82
4,62,3,2,46
8,98,7,9,99
6,88,5,4,91
1,43,1,0,33
6,90,4,8,97
5,93,5,6,97
6,96,5,6,100
5,80,5,7,79
3,62,5,4,61
6,86,5,6,93
9,99,7,8,100
3,48,4,2,46
5,63,5,3,62
5,60,5,4,67
4,80,6,6,72
6,85,7,7,86
5,94,5,5,98
4,92,5,6,100
5,55,4,4,63
5,95,6,6,100
4,94,5,6,98
3,64,5,3,69
3,65,3,4,63
6,88,4,5,98
6,84,6,4,81
1,48,3,-1,32
4,54,3,4,57
4,78,5,7,69
3,72,3,3,72
2,40,3,1,23
3,44,2,1,32
7,95,6,6,89
3,48,4,2,43
7,83,7,8,85
4,45,2,4,32
5,67,4,5,65
5,84,5,7,86
4,65,5,4,68
4,67,3,3,67
5,79,5,6,82
4,54,2,3,43
4,45,4,2,33
4,66,4,3,67
4,77,3,3,75
3,43,4,3,36
4,50,3,3,39
4,60,3,4,57
4,69,4,4,60
2,57,3,3,50
5,74,3,4,79
4,42,4,2,32
3,51,2,0,35
4,66,5,4,66
7,92,5,6,94
6,69,5,4,75
5,60,5,3,56
4,77,5,4,75
4,60,3,3,60
4,99,6,8,98
5,77,4,5,80
6,79,6,5,73
5,54,5,2,57
2,57,2,2,58
5,91,6,5,91
5,68,3,4,72
5,87,4,4,77
6,77,4,6,81
7,99,8,7,100
5,60,4,2,61
4,56,5,2,50
5,80,6,6,87
6,90,6,8,100
2,57,4,1,54
4,96,6,5,100
5,94,5,7,96
4,76,4,5,65
7,99,7,7,100
4,77,5,5,85
5,51,5,3,58
3,50,4,3,44
4,87,5,5,76
5,91,4,5,100
6,88,4,5,90
5,59,3,3,48
4,48,3,2,33
4,40,4,1,33
5,97,6,7,99
2,42,3,2,36
2,60,2,1,57
3,62,4,3,51
3,48,2,1,33
4,93,6,7,93
3,58,3,5,50
5,84,3,5,75
5,94,5,7,92
6,85,4,5,88
6,91,4,6,85
4,58,5,2,53
3,62,3,4,50
5,66,5,4,70
5,66,4,4,61
5,78,4,5,71
6,75,4,4,82
4,51,3,0,52
5,94,6,7,89
5,66,4,3,59
5,85,6,8,87
4,73,4,4,69
4,72,5,4,77
3,67,3,2,67
6,70,4,4,75
5,71,3,3,69
6,89,7,8,100
5,59,3,5,51
5,79,4,6,89
4,74,5,6,70
4,70,5,4,62
7,97,5,7,100
5,70,5,5,78
3,77,3,3,77
3,61,4,4,62
4,84,5,7,87
4,80,5,6,86
5,48,3,3,34
6,91,6,6,92
3,48,4,3,44
4,54,3,2,40
3,52,3,4,56
3,61,5,4,52
3,55,3,2,38
5,71,5,4,68
3,41,2,2,25
5,65,4,4,60
2,53,4,3,41
9,98,7,9,100
5,77,6,6,76
5,73,5,3,79
3,47,4,2,31
4,75,5,5,83
4,60,2,1,51
6,95,7,9,100
6,85,6,5,93
5,82,3,5,75
5,95,5,8,92
5,67,5,4,66
5,85,5,7,77
6,83,4,5,79
4,87,5,7,82
3,45,4,2,31
3,59,4,4,56
3,70,5,4,77
6,72,5,6,74
3,83,5,3,87
2,46,3,0,46
4,47,4,1,37
4,48,2,3,43
4,41,3,2,26
5,56,4,4,63
6,91,7,8,88
4,84,6,5,87
5,76,5,7,84
4,81,5,4,84
4,83,4,3,69
3,56,5,3,50
8,92,7,9,100
4,77,5,2,66
5,74,6,6,73
8,99,9,7,100
6,86,6,6,96
3,78,3,4,72
4,69,5,5,62
4,45,2,3,44
3,43,2,3,30
6,90,5,5,98
3,76,5,5,70
5,74,4,5,80
7,97,5,8,96
5,96,6,6,96
4,48,3,2,51
2,45,3,3,28
4,52,5,3,59
7,98,8,9,100
4,61,3,4,59
3,67,5,4,57
4,69,4,3,62
5,91,4,8,94
3,75,5,4,75
2,41,3,1,27
9,97,7,9,100
5,75,4,6,82
3,47,3,1,35
4,84,4,3,87
4,81,3,5,69
4,89,5,5,78
3,48,3,2,31
3,40,4,0,37
2,52,3,1,36
5,89,6,5,95
3,54,2,2,42
6,71,4,5,62
4,73,4,3,65
5,82,6,5,90
6,70,4,5,75
3,53,4,5,47
4,93,6,4,88
4,86,4,4,74
3,53,4,0,40
6,87,6,5,86
8,94,8,8,96
3,68,4,4,67
5,86,6,5,85
3,58,5,4,45
5,66,4,6,65
2,48,2,1,48
5,76,5,6,81
5,76,4,5,74
4,82,3,5,70
5,67,4,4,68
7,91,7,8,94
7,96,7,7,100
5,63,4,2,69
5,67,5,4,59
4,75,6,4,66
4,91,4,7,86
4,57,2,2,43
4,64,3,3,67
4,74,4,3,62
3,43,4,3,37
2,53,4,2,46
5,78,4,3,74
5,65,5,5,61
4,47,2,3,35
4,63,4,4,52
4,55,4,2,44
4,59,2,3,59
4,54,5,2,54
3,46,3,2,45
6,97,6,5,100
4,56,4,3,59
4,61,2,1,63
5,61,3,3,62
7,93,6,7,100
3,51,5,3,39
3,57,3,3,48
6,95,6,8,94
5,85,5,5,79
4,86,6,6,85
5,54,4,4,52
6,76,6,7,81
4,55,2,2,40
3,44,3,2,31
4,41,2,1,23
6,91,6,8,88
3,67,3,3,52
8,96,8,8,93
5,80,5,5,76
6,93,4,6,100
6,66,5,5,63
5,70,5,3,72
6,80,5,6,83
6,75,5,4,73
4,86,5,4,81
6,82,4,4,84
3,40,1,0,32
7,89,7,9,98
4,68,4,4,59
3,40,2,0,21
2,47,3,0,35
5,96,4,7,97
3,55,2,3,39
5,97,5,8,100
4,67,3,3,53
5,61,5,4,59
2,57,2,3,48
5,61,3,3,67
5,80,5,3,81
2,51,4,2,39
2,58,2,1,57
5,64,5,4,64
6,89,6,7,91
4,98,5,6,100
2,44,3,2,45
5,98,4,7,100
3,73,5,3,75
3,78,3,3,82
5,98,5,6,100
3,49,3,1,32
5,86,5,6,97
7,96,7,8,98
5,46,4,4,38
7,99,7,8,100
5,76,5,3,73
5,86,5,3,87
4,91,4,6,88
5,99,4,6,98
7,91,6,8,100
5,54,5,5,52
4,81,5,4,83
3,63,3,3,51
6,65,5,6,60
4,65,4,3,56
4,85,5,5,78
3,65,3,3,61
4,97,5,5,100
2,49,3,1,39
5,56,5,3,58
6,92,5,8,97
4,53,3,3,41
2,41,2,1,40
6,87,6,5,95
3,52,4,2,37
5,66,3,5,74
4,48,3,3,43
2,46,2,0,42
5,87,4,3,86
2,49,3,3,43
5,95,6,7,100
6,93,6,6,96
3,48,4,0,33
3,61,5,5,54
3,62,5,5,51
3,46,2,0,40
6,87,4,6,81
2,48,2,1,32
4,66,4,1,62
5,63,4,3,60
4,68,5,4,72
4,56,5,2,62
5,59,4,4,60
4,46,3,2,38
4,82,5,5,75
5,79,5,5,72
2,46,4,1,28
4,67,4,4,55
3,58,4,3,54
4,59,4,3,46
5,83,5,4,87
6,78,5,6,72
5,79,4,6,78
2,46,2,1,30
2,45,2,0,39
4,64,5,3,67
5,80,5,4,69
6,98,6,7,100
5,52,4,4,48
6,78,4,5,87
6,79,6,6,74
4,61,5,3,67
4,88,6,6,95
3,56,2,2,48
6,87,5,6,94
5,61,3,4,55
6,73,5,5,76
3,47,5,4,41
6,88,5,5,94
4,84,4,6,85
4,57,3,4,56
4,63,5,3,52
5,99,4,6,100
7,93,7,7,100
7,99,6,6,96
4,81,5,6,80
4,41,3,1,30
3,41,3,2,32
5,66,4,4,56
3,53,2,1,50
4,87,6,6,95
3,78,4,5,84
5,92,4,5,95
5,92,7,6,93
4,95,6,6,100
3,51,4,4,43
4,71,4,3,76
3,67,4,3,64
5,94,6,7,89
6,67,6,4,63
6,85,5,7,88
3,64,3,4,62
2,43,3,3,36
3,65,5,2,51
6,75,6,7,72
6,89,6,4,96
3,42,2,2,42
1,40,2,0,22
4,56,5,3,59
3,46,1,0,27
6,87,5,6,84
3,44,4,4,47
3,58,3,2,42
3,78,3,3,78
5,85,4,6,93
6,73,4,5,75
4,74,4,5,69
5,88,6,6,86
3,55,5,4,61
3,79,5,4,85
6,89,5,6,83
5,86,6,8,90
3,78,4,4,82
4,66,4,3,64
3,80,5,3,71
5,77,5,5,84
7,89,6,8,95
5,89,4,5,88
5,64,5,5,68
5,65,4,4,63
5,95,5,6,86
3,53,4,0,54
4,53,3,2,38
5,53,4,2,59
5,64,6,5,59
4,75,5,3,73
2,43,1,-1,37
5,86,5,5,84
5,54,3,3,48
4,71,6,4,65
5,57,3,4,53
4,53,4,3,48
7,97,6,6,91
2,40,2,1,37
6,81,4,6,76
2,59,3,3,54
2,49,3,0,36
4,49,3,2,42
5,98,4,6,88
2,63,3,3,48
4,73,4,4,76
4,67,3,2,52
3,66,4,2,58
4,79,5,3,76
3,40,2,0,35
3,72,5,2,60
2,43,3,1,36
4,46,3,2,49
3,48,3,4,43
4,55,3,1,52
3,44,1,1,35
5,73,4,4,80
6,99,4,6,96
6,62,4,6,53
3,82,5,4,69
5,89,4,6,96
3,64,4,4,61
6,96,6,6,98
4,90,6,4,87
5,52,5,2,50
5,63,3,4,62
3,50,4,2,35
4,91,6,5,91
6,90,6,5,84
5,56,5,2,48
4,76,6,5,77
4,52,4,2,39
4,66,4,5,57
3,59,3,5,65
5,72,3,3,77
4,81,5,4,85
3,71,5,5,72
3,47,4,0,49
9,95,7,7,98
4,68,5,5,59
4,79,3,5,69
3,58,5,5,54
3,45,4,2,30
6,83,4,6,75
6,99,6,6,95
6,78,4,6,86
7,87,7,7,88
4,80,4,4,86
4,60,3,1,61
6,96,7,7,100
4,61,4,4,58
4,81,3,4,72
2,49,2,1,48
2,49,2,2,36
7,91,7,7,100
5,68,4,3,70
3,55,3,1,51
4,40,2,0,34
3,56,4,4,44
4,69,5,2,60
3,65,4,3,69
6,92,5,4,94
4,85,4,6,88
3,58,4,4,46
5,92,6,7,88
3,60,5,2,47
5,56,4,3,47
6,85,6,6,81
5,79,4,3,72
4,60,3,4,57
6,92,5,5,99
4,80,4,6,79
4,79,5,5,72
6,84,4,4,92
6,88,5,5,88
3,58,5,2,47
4,99,6,6,98
4,46,3,0,28
5,56,4,2,56
4,40,3,2,44
4,76,5,6,69
7,96,7,7,100
3,45,4,0,40
3,65,5,3,64
2,41,2,2,28
5,98,6,7,97
4,71,6,6,78
5,96,5,6,100
5,87,5,8,84
5,93,7,6,90
3,44,3,1,36
4,76,5,4,77
4,70,3,5,76
4,51,2,1,52
4,74,4,3,79
6,69,4,4,66
5,87,6,5,82
3,45,1,0,30
4,54,4,3,40
4,54,3,3,57
2,55,3,2,55
2,59,4,3,60
5,52,4,2,56
4,83,4,5,71
3,81,5,3,70
6,85,6,6,95
4,70,5,3,77
3,73,5,5,80
6,68,5,5,67
4,42,4,2,30
3,48,2,2,43
2,50,2,2,45
2,50,4,1,47
4,64,4,3,70
4,61,5,4,49
4,81,4,6,79
7,97,7,8,93
5,85,5,6,91
2,48,2,0,28
5,59,3,4,59
6,98,6,6,92
4,60,2,2,46
2,49,4,3,33
3,61,2,1,59
5,68,5,4,61
4,48,2,1,48
2,44,2,2,43
5,79,7,6,71
2,50,2,2,44
3,40,2,3,33
7,92,6,6,95
6,81,4,4,73
2,40,3,-1,25
6,97,6,6,100
6,93,5,4,93
4,78,5,5,80
7,99,8,8,100
5,85,5,4,92
4,44,3,1,47
5,88,6,4,87
3,61,3,2,60
4,65,4,4,52
6,92,6,6,97
2,45,2,0,36
5,71,5,3,61
5,87,5,6,88
4,50,2,0,47
4,49,3,2,44
5,86,4,5,91
5,78,4,5,80
6,94,4,4,97
5,73,4,5,67
4,70,3,5,68
2,51,3,3,37
6,90,5,6,94
6,83,4,6,88
4,55,3,5,57
6,77,6,6,86
2,42,2,2,30
3,41,2,-1,23
5,91,6,4,97
2,44,2,2,27
4,50,4,0,48
5,97,4,6,91
4,64,5,3,63
5,74,6,6,81
6,74,6,6,75
3,61,5,2,54
5,76,6,5,79
5,61,4,3,54
6,94,6,8,95
2,50,2,2,47
4,71,5,5,64
4,74,5,6,80
3,70,3,4,63
5,84,6,4,77
7,92,7,6,100
2,47,2,3,29
3,59,2,2,47
6,81,4,6,84
4,73,6,5,68
2,43,3,0,27
4,57,3,2,49
6,90,7,8,100
3,43,3,3,28
3,59,3,3,47
7,97,7,9,100
4,48,3,2,50
2,55,3,3,55
3,65,3,2,60
4,77,4,4,76
5,64,3,3,70
3,43,4,0,33
6,80,6,7,87
5,98,4,6,100
5,84,6,4,78
4,80,4,6,80
3,77,4,4,70
7,92,6,7,100
3,58,4,1,45
5,53,4,4,61
3,60,4,4,49
3,54,5,2,42
3,42,3,2,38
3,76,4,3,72
6,92,5,8,99
5,89,7,8,89
5,85,6,7,97
5,55,4,4,56
3,53,4,2,38
3,48,2,2,33
6,86,4,5,91
2,46,3,1,35
4,53,3,3,47
2,45,4,0,28
4,60,3,3,45
3,54,2,4,41
5,91,4,4,82
3,47,4,1,47
5,73,6,6,83
6,79,6,4,87
1,40,2,0,35
4,71,4,5,77
5,97,4,5,100
5,88,4,6,98
4,90,5,7,91
5,44,5,3,51
5,69,5,3,61
5,61,3,5,64
3,59,4,4,57
4,55,3,4,57
3,46,4,4,49
4,46,4,3,36
4,89,5,5,94
7,89,5,7,100
2,41,2,2,22
6,86,6,5,79
2,53,2,1,51
5,70,4,4,59
4,89,6,5,79
4,80,5,4,69
4,53,3,4,56
2,44,2,1,32
3,50,4,3,41
3,79,5,4,69
3,44,4,0,31
4,68,5,3,64
4,50,5,4,46
3,44,2,2,35
6,88,6,7,96
4,93,5,7,85
5,71,5,4,78
5,75,5,4,77
4,54,4,3,42
3,58,2,2,51
5,61,3,2,60
4,73,5,4,76
6,95,7,8,100
4,56,4,3,49
4,51,4,1,53
4,64,4,3,54
7,95,6,7,99
5,56,5,4,57
3,49,4,2,48
4,67,5,3,73
5,96,7,6,100
2,57,3,3,45
6,90,6,6,97
5,57,5,3,51
3,84,4,5,86
5,71,4,4,60
4,53,3,2,46
8,95,8,8,100
4,55,4,2,53
6,89,6,5,85
4,97,5,6,96
5,57,4,3,56
5,55,5,2,60
5,56,4,5,62
4,46,3,2,30
3,51,4,3,56
5,73,6,5,80
4,49,2,2,49
3,44,2,2,46
3,60,4,2,47
3,42,5,2,35
5,58,4,2,47
5,84,5,5,77
6,83,6,5,88
4,74,6,6,78
4,45,4,2,42
5,53,3,2,44
3,43,2,0,27
7,84,5,7,95
5,90,5,6,85
5,57,4,2,59
5,68,3,2,65
5,74,5,4,82
6,91,7,8,88
5,77,5,5,82
3,55,4,2,56
3,59,4,4,59
4,63,3,2,50
3,74,5,2,66
5,83,5,5,77
4,90,6,4,82
3,58,4,4,50
5,95,4,7,94
2,43,4,3,35
4,72,4,6,65
3,41,3,3,26
3,52,2,2,37
5,97,5,7,90
4,84,5,6,76
5,69,4,6,63
4,73,5,4,69
4,69,5,5,63
4,90,4,6,79
6,93,4,6,98
5,63,3,2,57
5,87,4,6,84
5,83,7,6,84
3,72,3,2,61
5,80,3,3,72
4,88,6,5,80
3,49,3,3,34
3,57,4,4,54
2,58,3,3,49
3,46,3,0,46
6,96,5,7,92
3,58,3,4,49
4,63,3,5,59
3,54,4,3,50
4,80,4,4,77
4,81,6,7,91
5,62,5,4,56
5,91,4,6,83
4,91,4,6,88
4,43,3,1,42
3,77,3,5,81
2,43,2,2,31
4,44,3,2,34
4,80,3,4,71
3,83,3,3,85
2,62,2,2,63
5,79,6,7,85
5,92,4,7,100
4,76,4,5,65
4,50,5,5,39
6,94,5,5,90
5,50,4,4,53
3,52,5,4,46
3,53,4,3,42
5,99,6,5,92
5,47,5,2,49
3,64,5,4,51
3,57,5,5,58
6,90,4,5,82
6,83,4,5,75
5,83,4,4,73
3,57,4,4,58
4,49,3,1,50
3,46,2,1,46
6,99,5,6,100
4,89,4,6,98
5,83,4,5,78
2,53,3,2,38
3,54,3,3,56
3,55,4,5,59
2,41,2,2,35
3,69,4,2,60
5,69,5,3,73
3,57,3,2,51
4,70,6,6,67
4,83,5,6,84
6,87,4,6,78
3,52,3,4,50
3,59,4,5,66
5,88,5,6,91
6,89,6,7,94
5,74,6,5,68
3,62,3,2,58
4,81,5,5,76
4,72,4,4,73
5,77,6,6,78
4,74,3,4,62
6,90,6,4,83
5,75,5,5,74
4,59,3,3,62
6,94,5,7,100
4,42,3,3,32
4,47,5,4,44
6,79,5,6,79
5,98,6,8,92
4,71,4,3,64
5,68,4,3,68
3,46,4,4,49
3,41,2,0,36
5,60,4,4,67
3,45,4,4,37
3,67,5,5,72
7,87,7,7,89
6,81,6,6,80
3,75,3,5,62
6,71,4,6,81
5,84,6,5,88
4,81,5,4,78
4,92,4,7,87
5,85,6,4,89
3,48,2,2,49
2,50,2,2,43
3,62,5,5,67
4,89,5,6,82
2,50,2,1,32
6,88,7,7,84
2,41,3,2,41
4,42,3,2,38
4,50,4,1,47
6,89,4,5,99
5,98,5,7,100
5,74,6,6,86
5,97,7,7,93
4,54,3,3,58
5,82,5,5,92
4,50,4,2,53
5,70,5,6,76
4,67,3,2,68
2,67,3,1,63
3,71,4,2,70
4,64,2,1,55
4,59,3,2,57
3,67,5,4,69
3,64,5,3,53
3,50,2,0,35
4,58,4,2,57
6,67,6,5,60
3,40,3,1,42
5,98,5,8,100
4,44,2,2,42
4,49,3,0,44
5,81,5,6,90
4,85,4,7,93
4,73,6,4,77
6,75,6,6,69
4,41,4,2,31
4,57,4,3,53
3,52,4,3,43
7,90,5,7,98
3,44,2,2,41
5,59,3,2,44
2,41,4,2,35
3,50,3,2,45
5,69,4,4,76
3,71,5,5,69
3,71,3,3,56
7,97,7,7,100
5,89,5,5,87
5,77,4,4,85
7,94,5,6,98
5,67,4,5,76
2,49,3,3,51
4,61,4,3,59
6,94,6,8,100
4,56,3,5,46
2,61,3,2,46
6,82,5,7,91
4,58,5,5,63
4,56,5,2,62
5,63,5,4,69
4,75,6,4,82
4,71,4,6,80
7,97,9,7,100
7,95,7,8,100
4,97,5,7,88
5,85,5,6,86
8,98,7,7,100
5,91,4,6,92
5,75,5,4,73
3,67,4,3,67
2,53,3,3,52
5,97,4,5,95
3,75,3,4,73
1,45,1,0,42
2,48,4,2,40
5,60,3,2,60
2,51,2,3,48
5,97,4,6,100
5,69,5,3,66
3,70,3,3,61
5,79,5,5,86
6,95,6,7,94
4,43,3,2,45
3,70,3,3,56
4,66,3,4,72
6,97,4,5,91
6,96,5,7,98
4,64,4,4,53
2,44,4,0,32
3,45,3,1,40
2,44,4,2,42
4,90,6,6,96
4,66,3,3,55
3,47,5,4,53
2,48,4,1,48
4,54,2,1,43
4,75,4,3,69
7,96,7,8,100
6,80,5,5,87
3,46,4,0,36
6,71,5,4,73
5,47,3,4,47
6,86,4,4,78
6,90,5,6,82
2,54,3,3,55
5,76,4,5,71
4,58,4,3,60
5,78,4,5,83
3,45,3,0,41
7,98,6,8,100
3,58,3,4,56
6,96,5,5,95
5,67,3,3,68
4,56,4,2,47
6,81,4,7,88
2,58,2,3,46
5,70,4,4,63
3,50,4,4,45
4,54,2,3,42
5,49,5,3,40
4,82,6,5,75
3,62,5,3,52
2,42,2,1,30
3,42,2,3,35
4,57,3,4,45
3,64,4,3,53
5,82,6,8,83
4,59,4,2,54
6,97,5,7,100
3,68,5,4,71
2,61,2,2,62
5,89,6,5,99
4,96,4,6,90
3,54,2,1,49
6,78,6,5,85
4,49,4,2,38
3,60,3,5,51
4,94,5,5,97
4,91,5,4,88
5,68,5,3,67
4,71,4,3,67
2,49,3,1,35
4,52,2,2,41
5,86,5,6,88
4,62,5,3,53
6,89,5,7,100
5,62,4,4,61
3,70,5,5,59
1,43,1,0,24
5,91,7,7,100
5,88,6,6,83
6,99,5,8,100
1,42,2,-1,37
4,60,4,3,62
5,92,5,4,92
4,41,3,1,34
2,43,4,0,43
4,40,2,2,35
4,54,5,4,45
7,96,5,6,99
4,72,5,3,74
2,45,2,1,36
2,46,4,4,41
2,58,4,2,55
6,83,6,6,87
3,40,2,-1,25
4,78,5,5,84
5,58,3,2,45
5,84,5,7,87
4,65,3,4,52
4,83,6,5,93
4,51,3,3,39
5,61,3,3,60
3,52,4,2,46
3,67,5,2,64
2,53,3,3,39
5,61,3,4,53
5,69,4,4,77
4,83,6,7,82
5,59,4,5,51
6,83,6,6,78
3,66,3,4,61
5,77,5,5,86
7,98,7,7,100
6,81,6,6,94
6,91,7,8,97
6,95,5,6,91
5,80,5,5,83
5,73,3,3,66
5,78,4,5,71
5,80,3,3,84
7,96,7,8,97
4,83,6,4,74
4,76,3,5,73
2,40,3,-1,21
6,93,6,8,100
5,54,5,4,63
5,71,4,3,77
3,47,4,1,40
3,72,5,3,74
3,57,2,1,45
6,84,4,7,90
4,68,5,5,67
4,71,5,5,65
5,72,6,6,72
4,44,4,2,30
4,57,5,5,51
7,87,6,8,93
8,97,9,8,99
5,49,3,3,55
4,75,4,5,64
6,72,6,5,70
4,62,4,3,51
4,79,6,6,80
3,44,4,0,43
3,73,3,5,61
3,63,3,4,52
2,56,4,3,58
5,70,4,3,58
2,46,3,3,31
3,56,3,5,51
5,67,6,6,72
5,77,4,7,72
4,61,4,3,53
3,54,3,2,39
5,76,4,5,85
3,54,4,3,48
4,89,4,7,97
5,89,5,7,95
5,64,4,3,51
4,92,5,5,82
5,60,4,2,58
5,94,5,5,98
5,77,3,3,75
4,41,2,3,25
6,66,5,4,74
7,88,5,7,100
4,71,5,4,60
5,60,3,4,62
2,43,3,0,28
5,83,5,8,86
4,58,4,3,58
3,41,3,2,41
3,65,3,1,55
3,73,4,3,68
5,53,3,3,59
4,54,4,1,56
3,59,5,5,55
6,73,4,6,77
5,75,3,4,71
4,58,5,5,60
5,48,4,2,36
3,46,2,0,41
4,69,5,4,74
3,52,3,2,37
6,66,5,4,73
4,83,4,5,84
4,74,3,5,73
3,52,5,2,43
3,54,4,4,42
5,85,4,5,93
5,95,6,6,97
4,48,4,2,39
5,84,6,5,84
5,62,4,3,66
7,93,5,9,100
5,75,5,4,66
5,92,6,6,99
5,79,3,4,74
3,42,2,0,24
6,73,6,6,74
5,58,5,2,64
6,67,5,6,60
5,62,5,4,55
6,79,5,5,73
5,88,7,8,100
4,84,6,6,78
2,46,4,1,37
4,80,5,4,70
3,51,2,2,52
4,53,3,2,41
6,85,6,6,93
4,54,4,2,43
2,42,4,2,27
5,54,4,2,49
5,90,4,6,97
3,63,3,4,57
6,91,6,8,92
7,85,6,8,91
2,47,3,1,48
4,44,2,3,28
7,90,7,8,88
3,43,3,1,37
3,53,2,1,52
2,55,4,3,47
4,59,2,2,59
4,63,4,4,50
4,45,4,0,38
8,94,7,8,100
7,96,6,9,100
5,70,5,4,76
3,45,2,2,47
4,74,5,5,72
5,54,3,2,47
4,68,3,5,67
3,42,2,1,34
2,50,3,2,47
3,42,2,1,25
4,67,4,2,56
1,49,3,-1,41
6,89,5,7,94
4,72,5,5,75
4,87,5,6,81
3,55,2,1,37
4,98,5,7,100
4,49,5,4,46
4,72,4,6,74
3,75,3,5,67
3,42,3,2,28
4,44,3,3,29
3,51,5,3,45
7,96,6,7,97
5,83,6,6,76
4,52,3,2,45
3,63,3,5,60
4,83,6,5,82
5,96,6,5,100
5,71,4,6,81
4,55,2,1,48
5,71,4,2,77
4,84,4,6,89
4,76,3,4,66
5,95,5,5,97
5,75,3,4,73
4,60,5,4,54
4,86,5,7,81
2,51,2,1,43
6,90,6,7,94
3,60,3,2,48
6,99,4,7,94
5,90,6,7,97
3,60,4,4,53
5,82,4,5,88
7,92,7,7,96
3,45,2,3,28
2,48,3,-1,38
4,40,3,2,37
4,51,2,1,46
7,97,7,9,97
5,53,4,2,52
4,45,3,1,48
3,40,2,-1,20
4,61,4,2,48
4,73,4,4,76
4,95,5,7,95
3,50,3,4,39
3,42,4,3,33
5,81,4,6,72
4,45,2,2,47
2,45,1,-1,22
3,59,3,5,60
3,60,4,4,48
2,41,2,1,36
4,65,3,2,51
5,70,5,3,73
4,65,4,4,55
5,95,6,7,100
5,71,6,4,75
4,49,2,1,45
4,62,4,3,61
5,97,6,6,100
4,45,2,3,37
4,62,3,3,60
3,67,3,5,55
6,88,5,5,88
5,69,3,3,58
5,53,4,3,45
4,76,6,5,76
8,94,8,7,94
3,71,4,3,65
6,88,6,5,80
4,73,5,5,63
